variant,date,contract,side,qty,center_close,exec_price,fee,slippage_cash,reason
P25,2026-08-07,MO2609-P-6200,buy,1,21.8,22.89,18.0,109.00000000000001,target_increase
P25,2026-08-11,MO2609-P-6200,buy,1,18.2,19.11,18.0,91.0,target_increase
P25,2026-08-14,MO2609-P-6200,buy,1,12.6,13.23,18.0,63.0,target_increase
P50,2022-07-25,MO2209-P-6300,buy,7,79.4,83.37,126.0,2779.0000000000005,new_contract
P50,2022-07-27,MO2209-P-6300,sell,7,45.4,43.129999999999995,126.0,1589.0,contract_switch
P50,2022-07-27,MO2209-P-6200,buy,8,36.4,38.22,144.0,1456.0,new_contract
P50,2022-08-08,MO2209-P-6200,buy,1,29.2,30.66,18.0,146.0,target_increase
P50,2022-08-12,MO2209-P-6200,buy,1,18.4,19.32,18.0,92.0,target_increase
P50,2022-08-15,MO2209-P-6200,buy,1,12.0,12.6,18.0,60.00000000000001,target_increase
P50,2022-08-17,MO2209-P-6200,buy,2,7.2,7.5600000000000005,36.0,72.00000000000001,target_increase
P50,2022-08-18,MO2209-P-6200,buy,1,8.0,8.4,18.0,40.0,target_increase
P50,2022-08-23,MO2209-P-6200,sell,14,5.6,5.319999999999999,252.0,391.99999999999994,contract_switch
P50,2022-08-23,MO2210-P-6200,buy,9,26.0,27.3,162.0,1170.0,new_contract
P50,2022-09-02,MO2210-P-6200,sell,9,65.6,62.31999999999999,162.0,2952.0,contract_switch
P50,2022-09-02,MO2210-P-6000,buy,7,41.4,43.47,126.0,1448.9999999999998,new_contract
P50,2022-09-06,MO2210-P-6000,buy,1,22.4,23.52,18.0,111.99999999999999,target_increase
P50,2022-09-07,MO2210-P-6000,buy,1,16.0,16.8,18.0,80.0,target_increase
P50,2022-09-13,MO2210-P-6000,buy,1,11.8,12.39,18.0,59.00000000000001,target_increase
P50,2022-09-19,MO2210-P-6000,sell,10,67.6,64.22,180.0,3379.9999999999995,contract_switch
P50,2022-09-19,MO2210-P-5900,buy,7,48.6,51.03,126.0,1701.0000000000002,new_contract
P50,2022-09-20,MO2210-P-5900,sell,7,35.8,34.01,126.0,1253.0,contract_switch
P50,2022-09-20,MO2210-P-5800,buy,7,25.0,26.25,126.0,875.0,new_contract
P50,2022-09-21,MO2210-P-5800,sell,7,23.6,22.42,126.0,826.0000000000001,contract_switch
P50,2022-09-21,MO2210-P-5700,buy,8,17.6,18.48,144.0,704.0000000000001,new_contract
P50,2022-09-22,MO2210-P-5700,sell,8,14.6,13.87,144.0,584.0,contract_switch
P50,2022-09-22,MO2211-P-5700,buy,6,54.0,56.7,108.0,1620.0000000000002,new_contract
P50,2022-09-23,MO2211-P-5700,buy,1,64.8,68.03999999999999,18.0,324.0,target_increase
P50,2022-09-28,MO2211-P-5700,sell,7,74.8,71.06,126.0,2618.0,contract_switch
P50,2022-09-28,MO2211-P-5600,buy,12,58.6,61.53,216.0,3516.0000000000005,new_contract
P50,2022-09-30,MO2211-P-5600,sell,12,72.8,69.16,216.0,4368.0,contract_switch
P50,2022-09-30,MO2211-P-5500,buy,12,58.0,60.9,216.0,3480.0000000000005,new_contract
P50,2022-10-12,MO2211-P-5500,sell,12,36.4,34.58,216.0,2184.0,contract_switch
P50,2022-10-12,MO2211-P-5300,buy,12,20.0,21.0,216.0,1200.0,new_contract
P50,2022-10-13,MO2211-P-5300,buy,1,11.6,12.18,18.0,57.99999999999999,target_increase
P50,2022-10-17,MO2211-P-5300,buy,5,5.6,5.88,90.0,140.0,target_increase
P50,2022-10-19,MO2211-P-5300,buy,1,6.4,6.720000000000001,18.0,32.00000000000001,target_increase
P50,2022-10-20,MO2211-P-5300,sell,19,5.8,5.51,342.0,551.0,contract_switch
P50,2022-10-20,MO2212-P-5300,buy,12,16.8,17.64,216.0,1008.0000000000002,new_contract
P50,2022-10-21,MO2212-P-5300,buy,1,22.0,23.1,18.0,110.00000000000001,target_increase
P50,2022-10-24,MO2212-P-5300,buy,1,28.6,30.03,18.0,143.00000000000003,target_increase
P50,2022-10-27,MO2212-P-5300,buy,2,17.6,18.48,36.0,176.00000000000003,target_increase
P50,2022-11-02,MO2212-P-5300,buy,2,9.6,10.08,36.0,96.0,target_increase
P50,2022-11-07,MO2212-P-5300,buy,4,3.4,3.6,72.0,80.0,target_increase
P50,2022-11-14,MO2212-P-5300,buy,3,3.8,4.0,54.0,60.00000000000001,target_increase
P50,2022-11-18,MO2212-P-5300,buy,3,2.4,2.6,54.0,60.00000000000001,target_increase
P50,2022-11-22,MO2212-P-5300,sell,28,2.0,1.8,504.0,560.0,contract_switch
P50,2022-11-22,MO2301-P-5600,buy,14,15.6,16.38,252.0,1092.0,new_contract
P50,2022-12-02,MO2301-P-5600,buy,1,6.6,6.93,18.0,33.0,target_increase
P50,2022-12-05,MO2301-P-5600,buy,1,5.8,6.09,18.0,28.999999999999996,target_increase
P50,2022-12-06,MO2301-P-5600,buy,2,5.8,6.09,36.0,57.99999999999999,target_increase
P50,2022-12-14,MO2301-P-5600,buy,1,4.8,5.04,18.0,24.0,target_increase
P50,2022-12-19,MO2301-P-5600,buy,6,6.8,7.14,108.0,204.0,target_increase
P50,2022-12-22,MO2301-P-5600,sell,25,12.0,11.4,450.0,1500.0000000000002,contract_switch
P50,2022-12-22,MO2302-P-5700,buy,12,31.0,32.55,216.0,1860.0000000000002,new_contract
P50,2022-12-23,MO2302-P-5700,sell,12,42.6,40.47,216.0,2556.0,contract_switch
P50,2022-12-23,MO2302-P-5600,buy,12,31.6,33.18,216.0,1896.0,new_contract
P50,2022-12-26,MO2302-P-5600,sell,12,16.4,15.579999999999998,216.0,984.0,contract_switch
P50,2022-12-26,MO2302-P-5500,buy,11,11.6,12.18,198.0,638.0,new_contract
P50,2022-12-27,MO2302-P-5500,buy,3,9.6,10.08,54.0,144.0,target_increase
P50,2022-12-28,MO2302-P-5500,buy,4,10.4,10.92,72.0,208.0,target_increase
P50,2023-01-04,MO2302-P-5500,buy,2,4.8,5.04,36.0,48.0,target_increase
P50,2023-01-09,MO2302-P-5500,buy,1,4.2,4.41,18.0,21.000000000000004,target_increase
P50,2023-01-10,MO2302-P-5500,buy,2,4.4,4.62,36.0,44.00000000000001,target_increase
P50,2023-01-16,MO2302-P-5500,buy,3,2.4,2.6,54.0,60.00000000000001,target_increase
P50,2023-01-18,MO2302-P-5500,buy,3,1.6,1.8,54.0,60.00000000000001,target_increase
P50,2023-01-19,MO2302-P-5500,sell,29,1.6,1.4000000000000001,522.0,580.0000000000001,contract_switch
P50,2023-01-19,MO2303-P-5200,buy,27,3.8,4.0,486.0,540.0,new_contract
P50,2023-01-30,MO2303-P-5200,buy,6,2.0,2.2,108.0,120.00000000000001,target_increase
P50,2023-02-02,MO2303-P-5200,buy,1,1.8,2.0,18.0,20.0,target_increase
P50,2023-02-10,MO2303-P-5200,buy,4,1.2,1.4,72.0,80.0,target_increase
P50,2023-02-17,MO2303-P-5200,buy,2,1.0,1.2,36.0,40.0,target_increase
P50,2023-02-21,MO2303-P-5200,sell,40,0.8,0.6000000000000001,720.0,800.0,contract_switch
P50,2023-02-21,MO2304-P-6000,buy,13,8.4,8.82,234.0,546.0000000000001,new_contract
P50,2023-02-22,MO2304-P-6000,buy,1,7.8,8.19,18.0,39.0,target_increase
P50,2023-02-23,MO2304-P-6000,buy,1,8.2,8.61,18.0,41.0,target_increase
P50,2023-02-27,MO2304-P-6000,buy,2,11.6,12.18,36.0,115.99999999999999,target_increase
P50,2023-03-14,MO2304-P-6000,buy,2,10.0,10.5,36.0,100.0,target_increase
P50,2023-03-20,MO2304-P-6000,buy,1,8.0,8.4,18.0,40.0,target_increase
P50,2023-03-23,MO2304-P-6000,sell,20,2.8,2.5999999999999996,360.0,400.0,contract_switch
P50,2023-03-23,MO2305-P-6000,buy,17,8.6,9.03,306.0,731.0,new_contract
P50,2023-03-29,MO2305-P-6000,buy,2,6.4,6.720000000000001,36.0,64.00000000000001,target_increase
P50,2023-04-10,MO2305-P-6000,buy,5,2.2,2.4000000000000004,90.0,100.0,target_increase
P50,2023-04-17,MO2305-P-6000,buy,1,1.2,1.4,18.0,20.0,target_increase
P50,2023-04-18,MO2305-P-6000,buy,2,1.0,1.2,36.0,40.0,target_increase
P50,2023-04-20,MO2305-P-6000,sell,27,1.8,1.6,486.0,540.0,contract_switch
P50,2023-04-20,MO2306-P-5200,buy,25,2.0,2.2,450.0,500.0,new_contract
P50,2023-04-21,MO2306-P-5200,buy,2,2.2,2.4000000000000004,36.0,40.0,target_increase
P50,2023-04-25,MO2306-P-5200,buy,2,2.8,3.0,36.0,40.0,target_increase
P50,2023-04-28,MO2306-P-5200,buy,1,1.6,1.8,18.0,20.0,target_increase
P50,2023-05-04,MO2306-P-5200,buy,3,1.6,1.8,54.0,60.00000000000001,target_increase
P50,2023-05-05,MO2306-P-5200,buy,1,1.6,1.8,18.0,20.0,target_increase
P50,2023-05-11,MO2306-P-5200,buy,2,1.4,1.5999999999999999,36.0,40.0,target_increase
P50,2023-05-22,MO2306-P-5200,buy,6,0.8,1.0,108.0,120.00000000000001,target_increase
P50,2023-05-23,MO2306-P-5200,sell,42,0.6,0.39999999999999997,756.0,840.0,contract_switch
P50,2023-05-23,MO2307-P-5800,buy,16,7.8,8.19,288.0,624.0,new_contract
P50,2023-05-29,MO2307-P-5800,buy,3,6.2,6.51,54.0,93.00000000000001,target_increase
P50,2023-06-05,MO2307-P-5800,buy,1,4.0,4.2,18.0,20.0,target_increase
P50,2023-06-06,MO2307-P-5800,buy,1,7.8,8.19,18.0,39.0,target_increase
P50,2023-06-12,MO2307-P-5800,sell,21,4.0,3.8,378.0,420.0,contract_switch
P50,2023-06-12,MO2307-P-5700,buy,19,2.8,3.0,342.0,380.0,new_contract
P50,2023-06-13,MO2307-P-5700,buy,4,2.6,2.8000000000000003,72.0,80.0,target_increase
P50,2023-06-16,MO2307-P-5700,buy,2,1.4,1.5999999999999999,36.0,40.0,target_increase
P50,2023-06-26,MO2307-P-5700,sell,25,2.2,2.0,450.0,500.0,contract_switch
P50,2023-06-26,MO2308-P-5700,buy,21,6.2,6.51,378.0,651.0000000000001,new_contract
P50,2023-07-05,MO2308-P-5700,buy,2,2.2,2.4000000000000004,36.0,40.0,target_increase
P50,2023-07-14,MO2308-P-5700,buy,4,2.0,2.2,72.0,80.0,target_increase
P50,2023-07-17,MO2308-P-5700,buy,1,1.8,2.0,18.0,20.0,target_increase
P50,2023-07-20,MO2308-P-5700,sell,28,2.0,1.8,504.0,560.0,contract_switch
P50,2023-07-20,MO2309-P-5200,buy,25,1.8,2.0,450.0,500.0,new_contract
P50,2023-07-21,MO2309-P-5200,buy,1,1.8,2.0,18.0,20.0,target_increase
P50,2023-07-26,MO2309-P-5200,buy,1,1.4,1.5999999999999999,18.0,20.0,target_increase
P50,2023-07-28,MO2309-P-5200,buy,2,1.2,1.4,36.0,40.0,target_increase
P50,2023-08-01,MO2309-P-5200,buy,2,1.4,1.5999999999999999,36.0,40.0,target_increase
P50,2023-08-07,MO2309-P-5200,buy,5,1.2,1.4,90.0,100.0,target_increase
P50,2023-08-10,MO2309-P-5200,buy,1,1.0,1.2,18.0,20.0,target_increase
P50,2023-08-15,MO2309-P-5200,buy,1,1.2,1.4,18.0,20.0,target_increase
P50,2023-08-18,MO2309-P-5200,buy,4,2.2,2.4000000000000004,72.0,80.0,target_increase
P50,2023-08-22,MO2309-P-5200,sell,42,1.8,1.6,756.0,840.0,contract_switch
P50,2023-08-22,MO2310-P-5500,buy,11,15.2,15.959999999999999,198.0,836.0,new_contract
P50,2023-08-23,MO2310-P-5500,sell,11,27.0,25.65,198.0,1485.0000000000002,contract_switch
P50,2023-08-23,MO2310-P-5400,buy,15,18.2,19.11,270.0,1365.0,new_contract
P50,2023-08-25,MO2310-P-5400,sell,15,33.2,31.540000000000003,270.0,2490.0,contract_switch
P50,2023-08-25,MO2310-P-5300,buy,14,23.4,24.57,252.0,1638.0,new_contract
P50,2023-08-29,MO2310-P-5300,sell,14,7.8,7.41,252.0,546.0,contract_switch
P50,2023-08-29,MO2310-P-5200,buy,14,5.6,5.88,252.0,391.99999999999994,new_contract
P50,2023-08-30,MO2310-P-5200,buy,4,4.2,4.41,72.0,84.00000000000001,target_increase
P50,2023-08-31,MO2310-P-5200,buy,4,4.2,4.41,72.0,84.00000000000001,target_increase
P50,2023-09-05,MO2310-P-5200,buy,2,2.6,2.8000000000000003,36.0,40.0,target_increase
P50,2023-09-20,MO2310-P-5200,buy,4,2.2,2.4000000000000004,72.0,80.0,target_increase
P50,2023-09-21,MO2310-P-5200,sell,28,3.0,2.8,504.0,560.0,contract_switch
P50,2023-09-21,MO2311-P-5200,buy,16,7.2,7.5600000000000005,288.0,576.0000000000001,new_contract
P50,2023-09-22,MO2311-P-5200,buy,2,4.2,4.41,36.0,42.00000000000001,target_increase
P50,2023-09-26,MO2311-P-5200,buy,2,4.2,4.41,36.0,42.00000000000001,target_increase
P50,2023-09-28,MO2311-P-5200,buy,2,3.2,3.4000000000000004,36.0,40.0,target_increase
P50,2023-10-11,MO2311-P-5200,buy,4,1.8,2.0,72.0,80.0,target_increase
P50,2023-10-17,MO2311-P-5200,buy,1,2.4,2.6,18.0,20.0,target_increase
P50,2023-10-19,MO2311-P-5200,sell,27,6.0,5.7,486.0,810.0000000000001,contract_switch
P50,2023-10-19,MO2312-P-5200,buy,16,11.0,11.55,288.0,880.0000000000001,new_contract
P50,2023-10-24,MO2312-P-5200,sell,16,32.4,30.779999999999998,288.0,2592.0,contract_switch
P50,2023-10-24,MO2312-P-5100,buy,12,23.2,24.36,216.0,1391.9999999999998,new_contract
P50,2023-10-25,MO2312-P-5100,sell,12,13.8,13.110000000000001,216.0,828.0000000000001,contract_switch
P50,2023-10-25,MO2312-P-5000,buy,14,9.2,9.66,252.0,644.0,new_contract
P50,2023-10-27,MO2312-P-5000,buy,3,3.6,3.8000000000000003,54.0,60.00000000000001,target_increase
P50,2023-10-30,MO2312-P-5000,buy,4,2.8,3.0,72.0,80.0,target_increase
P50,2023-11-07,MO2312-P-5000,buy,4,1.8,2.0,72.0,80.0,target_increase
P50,2023-11-08,MO2312-P-5000,buy,1,1.4,1.5999999999999999,18.0,20.0,target_increase
P50,2023-11-09,MO2312-P-5000,buy,3,1.4,1.5999999999999999,54.0,60.00000000000001,target_increase
P50,2023-11-14,MO2312-P-5000,buy,2,1.0,1.2,36.0,40.0,target_increase
P50,2023-11-17,MO2312-P-5000,buy,1,1.0,1.2,18.0,20.0,target_increase
P50,2023-11-21,MO2312-P-5000,sell,32,0.6,0.39999999999999997,576.0,640.0,contract_switch
P50,2023-11-21,MO2401-P-5000,buy,18,1.6,1.8,324.0,360.0,new_contract
P50,2023-11-22,MO2401-P-5000,buy,3,2.0,2.2,54.0,60.00000000000001,target_increase
P50,2023-11-23,MO2401-P-5000,buy,1,1.8,2.0,18.0,20.0,target_increase
P50,2023-11-29,MO2401-P-5000,buy,2,2.0,2.2,36.0,40.0,target_increase
P50,2023-12-14,MO2401-P-5000,buy,1,2.2,2.4000000000000004,18.0,20.0,target_increase
P50,2023-12-22,MO2401-P-5000,sell,25,2.8,2.5999999999999996,450.0,500.0,contract_switch
P50,2023-12-22,MO2402-P-5100,buy,13,14.0,14.7,234.0,910.0000000000001,new_contract
P50,2023-12-25,MO2402-P-5100,buy,1,13.2,13.86,18.0,66.0,target_increase
P50,2023-12-28,MO2402-P-5100,sell,14,7.4,7.03,252.0,518.0000000000001,contract_switch
P50,2023-12-28,MO2402-P-5000,buy,14,4.6,4.83,252.0,322.0,new_contract
P50,2023-12-29,MO2402-P-5000,buy,3,3.8,4.0,54.0,60.00000000000001,target_increase
P50,2024-01-02,MO2402-P-5000,buy,2,3.8,4.0,36.0,40.0,target_increase
P50,2024-01-10,MO2402-P-5000,sell,19,31.6,30.020000000000003,342.0,3002.0000000000005,contract_switch
P50,2024-01-10,MO2402-P-4950,buy,9,26.6,27.93,162.0,1197.0,new_contract
P50,2024-01-11,MO2402-P-4950,buy,2,14.6,15.33,36.0,146.0,target_increase
P50,2024-01-12,MO2402-P-4950,buy,2,15.6,16.38,36.0,156.0,target_increase
P50,2024-01-19,MO2402-P-4950,sell,13,52.4,49.78,234.0,3406.0,contract_switch
P50,2024-01-19,MO2403-P-4850,buy,7,72.6,76.22999999999999,126.0,2541.0,new_contract
P50,2024-01-22,MO2403-P-4850,sell,7,328.2,311.78999999999996,126.0,11487.0,contract_switch
P50,2024-01-22,MO2403-P-4800,buy,8,298.2,313.11,144.0,11928.0,new_contract
P50,2024-01-23,MO2403-P-4800,sell,8,153.8,146.11,144.0,6152.000000000001,contract_switch
P50,2024-01-23,MO2403-P-4750,buy,7,139.4,146.37,126.0,4879.000000000001,new_contract
P50,2024-01-24,MO2403-P-4750,sell,7,101.2,96.14,126.0,3542.0,contract_switch
P50,2024-01-24,MO2403-P-4500,buy,10,49.6,52.08,180.0,2480.0000000000005,new_contract
P50,2024-01-25,MO2403-P-4500,buy,4,20.6,21.630000000000003,72.0,412.0,target_increase
P50,2024-01-26,MO2403-P-4500,buy,3,25.0,26.25,54.0,375.0,target_increase
P50,2024-02-01,MO2403-P-4500,sell,17,156.6,148.76999999999998,306.0,13311.000000000002,contract_switch
P50,2024-02-01,MO2403-P-4450,buy,9,134.8,141.54000000000002,162.0,6066.000000000001,new_contract
P50,2024-02-02,MO2403-P-4450,sell,9,220.8,209.76000000000002,162.0,9936.000000000002,contract_switch
P50,2024-02-02,MO2403-P-4300,buy,10,154.8,162.54000000000002,180.0,7740.000000000001,new_contract
P50,2024-02-05,MO2403-P-4300,sell,10,434.2,412.49,180.0,21710.000000000004,contract_switch
P50,2024-02-05,MO2403-P-4250,buy,10,405.4,425.66999999999996,180.0,20270.0,new_contract
P50,2024-02-06,MO2403-P-4250,sell,10,131.6,125.02,180.0,6580.0,contract_switch
P50,2024-02-06,MO2403-P-4100,buy,7,93.0,97.65,126.0,3255.0000000000005,new_contract
P50,2024-02-07,MO2403-P-4100,sell,7,48.2,45.790000000000006,126.0,1687.0,contract_switch
P50,2024-02-07,MO2403-P-3850,buy,14,24.6,25.830000000000002,252.0,1722.0000000000002,new_contract
P50,2024-02-08,MO2403-P-3850,buy,3,8.0,8.4,54.0,120.00000000000001,target_increase
P50,2024-02-19,MO2403-P-3850,buy,1,4.4,4.62,18.0,22.000000000000004,target_increase
P50,2024-02-20,MO2403-P-3850,sell,18,2.6,2.4,324.0,360.0,contract_switch
P50,2024-02-20,MO2404-P-3850,buy,17,9.4,9.870000000000001,306.0,799.0,new_contract
P50,2024-02-21,MO2404-P-3850,buy,3,9.8,10.290000000000001,54.0,147.00000000000003,target_increase
P50,2024-02-26,MO2404-P-3850,buy,3,4.8,5.04,54.0,72.0,target_increase
P50,2024-02-28,MO2404-P-3850,buy,1,5.8,6.09,18.0,28.999999999999996,target_increase
P50,2024-03-01,MO2404-P-3850,buy,1,2.8,3.0,18.0,20.0,target_increase
P50,2024-03-11,MO2404-P-3850,buy,1,1.6,1.8,18.0,20.0,target_increase
P50,2024-03-12,MO2404-P-3850,buy,3,1.2,1.4,54.0,60.00000000000001,target_increase
P50,2024-03-13,MO2404-P-3850,buy,3,1.0,1.2,54.0,60.00000000000001,target_increase
P50,2024-03-14,MO2404-P-3850,buy,6,1.0,1.2,108.0,120.00000000000001,target_increase
P50,2024-03-19,MO2404-P-3850,buy,12,0.8,1.0,216.0,240.00000000000003,target_increase
P50,2024-03-21,MO2404-P-3850,sell,50,0.8,0.6000000000000001,900.0,1000.0,contract_switch
P50,2024-03-21,MO2405-P-4500,buy,18,5.6,5.88,324.0,503.9999999999999,new_contract
P50,2024-03-22,MO2405-P-4500,buy,1,7.4,7.7700000000000005,18.0,37.00000000000001,target_increase
P50,2024-04-03,MO2405-P-4500,buy,3,9.4,9.870000000000001,54.0,141.0,target_increase
P50,2024-04-23,MO2405-P-4500,sell,22,9.6,9.12,396.0,1055.9999999999998,contract_switch
P50,2024-04-23,MO2406-P-3800,buy,23,7.6,7.9799999999999995,414.0,874.0,new_contract
P50,2024-04-25,MO2406-P-3800,buy,1,3.2,3.4000000000000004,18.0,20.0,target_increase
P50,2024-04-26,MO2406-P-3800,buy,1,1.8,2.0,18.0,20.0,target_increase
P50,2024-04-29,MO2406-P-3800,buy,4,1.8,2.0,72.0,80.0,target_increase
P50,2024-04-30,MO2406-P-3800,buy,4,1.6,1.8,72.0,80.0,target_increase
P50,2024-05-07,MO2406-P-3800,buy,2,1.8,2.0,36.0,40.0,target_increase
P50,2024-05-08,MO2406-P-3800,buy,2,1.6,1.8,36.0,40.0,target_increase
P50,2024-05-10,MO2406-P-3800,buy,1,1.4,1.5999999999999999,18.0,20.0,target_increase
P50,2024-05-21,MO2406-P-3800,buy,2,0.8,1.0,36.0,40.0,target_increase
P50,2024-05-22,MO2406-P-3800,buy,6,0.8,1.0,108.0,120.00000000000001,target_increase
P50,2024-05-23,MO2406-P-3800,sell,46,0.8,0.6000000000000001,828.0,920.0000000000001,contract_switch
P50,2024-05-23,MO2407-P-4650,buy,17,22.2,23.31,306.0,1887.0,new_contract
P50,2024-06-11,MO2407-P-4650,sell,17,25.8,24.51,306.0,2193.0,contract_switch
P50,2024-06-11,MO2407-P-4600,buy,11,20.0,21.0,198.0,1100.0,new_contract
P50,2024-06-12,MO2407-P-4600,buy,3,19.0,19.95,54.0,285.0,target_increase
P50,2024-06-13,MO2407-P-4600,buy,1,17.2,18.06,18.0,86.0,target_increase
P50,2024-06-19,MO2407-P-4600,buy,5,8.4,8.82,90.0,210.0,target_increase
P50,2024-06-20,MO2407-P-4600,sell,20,17.2,16.34,360.0,1720.0,contract_switch
P50,2024-06-20,MO2408-P-4600,buy,11,49.2,51.660000000000004,198.0,2706.0000000000005,new_contract
P50,2024-06-24,MO2408-P-4600,sell,11,97.0,92.15,198.0,5335.000000000001,contract_switch
P50,2024-06-24,MO2408-P-4550,buy,10,79.6,83.58,180.0,3979.9999999999995,new_contract
P50,2024-06-25,MO2408-P-4550,sell,10,92.8,88.16,180.0,4640.0,contract_switch
P50,2024-06-25,MO2408-P-4500,buy,10,79.2,83.16,180.0,3960.0,new_contract
P50,2024-06-26,MO2408-P-4500,sell,10,39.8,37.809999999999995,180.0,1989.9999999999998,contract_switch
P50,2024-06-26,MO2408-P-4350,buy,12,22.0,23.1,216.0,1320.0,new_contract
P50,2024-06-27,MO2408-P-4350,buy,1,37.4,39.269999999999996,18.0,187.0,target_increase
P50,2024-07-08,MO2408-P-4350,sell,13,53.0,50.35,234.0,3445.0000000000005,contract_switch
P50,2024-07-08,MO2408-P-4250,buy,15,33.0,34.65,270.0,2475.0000000000005,new_contract
P50,2024-07-10,MO2408-P-4250,sell,15,23.8,22.61,270.0,1785.0000000000002,contract_switch
P50,2024-07-10,MO2408-P-4200,buy,14,18.0,18.9,252.0,1260.0,new_contract
P50,2024-07-12,MO2408-P-4200,buy,3,9.8,10.290000000000001,54.0,147.00000000000003,target_increase
P50,2024-07-22,MO2408-P-4200,buy,1,4.2,4.41,18.0,21.000000000000004,target_increase
P50,2024-07-23,MO2408-P-4200,sell,18,12.6,11.969999999999999,324.0,1134.0,contract_switch
P50,2024-07-23,MO2409-P-3800,buy,17,9.2,9.66,306.0,781.9999999999999,new_contract
P50,2024-07-29,MO2409-P-3800,buy,1,6.6,6.93,18.0,33.0,target_increase
P50,2024-08-01,MO2409-P-3800,buy,5,2.6,2.8000000000000003,90.0,100.0,target_increase
P50,2024-08-13,MO2409-P-3800,buy,1,3.4,3.6,18.0,20.0,target_increase
P50,2024-08-19,MO2409-P-3800,buy,1,2.0,2.2,18.0,20.0,target_increase
P50,2024-08-20,MO2409-P-3800,buy,4,3.0,3.2,72.0,80.0,target_increase
P50,2024-08-22,MO2409-P-3800,sell,29,3.2,3.0,522.0,580.0000000000001,contract_switch
P50,2024-08-22,MO2410-P-4100,buy,12,35.0,36.75,216.0,2100.0,new_contract
P50,2024-08-23,MO2410-P-4100,sell,12,30.4,28.88,216.0,1824.0000000000002,contract_switch
P50,2024-08-23,MO2410-P-4050,buy,12,21.8,22.89,216.0,1308.0000000000002,new_contract
P50,2024-08-26,MO2410-P-4050,sell,12,20.0,19.0,216.0,1200.0,contract_switch
P50,2024-08-26,MO2410-P-4000,buy,13,15.0,15.75,234.0,975.0,new_contract
P50,2024-08-27,MO2410-P-4000,buy,1,19.4,20.369999999999997,18.0,97.0,target_increase
P50,2024-09-02,MO2410-P-4000,buy,2,11.0,11.55,36.0,110.00000000000001,target_increase
P50,2024-09-04,MO2410-P-4000,buy,1,9.0,9.45,18.0,45.0,target_increase
P50,2024-09-19,MO2410-P-4000,sell,17,5.2,4.94,306.0,442.0,contract_switch
P50,2024-09-19,MO2411-P-3950,buy,12,23.0,24.15,216.0,1380.0,new_contract
P50,2024-09-23,MO2411-P-3950,buy,2,17.6,18.48,36.0,176.00000000000003,target_increase
P50,2024-09-25,MO2411-P-3950,buy,3,3.6,3.8000000000000003,54.0,60.00000000000001,target_increase
P50,2024-09-27,MO2411-P-3950,buy,7,1.4,1.5999999999999999,126.0,140.0,target_increase
P50,2024-09-30,MO2411-P-3950,buy,6,2.8,3.0,108.0,120.00000000000001,target_increase
P50,2024-10-22,MO2411-P-3950,sell,30,1.2,1.0,540.0,600.0,contract_switch
P50,2024-10-22,MO2412-P-3800,buy,16,2.8,3.0,288.0,320.0,new_contract
P50,2024-10-23,MO2412-P-3800,buy,1,2.4,2.6,18.0,20.0,target_increase
P50,2024-10-24,MO2412-P-3800,buy,1,2.2,2.4000000000000004,18.0,20.0,target_increase
P50,2024-10-28,MO2412-P-3800,buy,2,2.0,2.2,36.0,40.0,target_increase
P50,2024-10-31,MO2412-P-3800,buy,1,2.0,2.2,18.0,20.0,target_increase
P50,2024-11-01,MO2412-P-3800,buy,1,1.8,2.0,18.0,20.0,target_increase
P50,2024-11-08,MO2412-P-3800,buy,4,3.0,3.2,72.0,80.0,target_increase
P50,2024-11-11,MO2412-P-3800,buy,1,2.4,2.6,18.0,20.0,target_increase
P50,2024-11-13,MO2412-P-3800,buy,3,2.0,2.2,54.0,60.00000000000001,target_increase
P50,2024-11-18,MO2412-P-3800,buy,3,1.2,1.4,54.0,60.00000000000001,target_increase
P50,2024-11-21,MO2412-P-3800,sell,33,0.6,0.39999999999999997,594.0,660.0,contract_switch
P50,2024-11-21,MO2501-P-5100,buy,11,30.8,32.34,198.0,1694.0000000000002,new_contract
P50,2024-11-28,MO2501-P-5100,buy,1,30.0,31.5,18.0,150.0,target_increase
P50,2024-12-03,MO2501-P-5100,buy,1,15.0,15.75,18.0,75.0,target_increase
P50,2024-12-09,MO2501-P-5100,buy,3,10.4,10.92,54.0,156.0,target_increase
P50,2024-12-12,MO2501-P-5100,buy,3,6.2,6.51,54.0,93.00000000000001,target_increase
P50,2024-12-24,MO2501-P-5100,sell,19,2.8,2.5999999999999996,342.0,380.0,contract_switch
P50,2024-12-24,MO2502-P-5300,buy,10,38.8,40.739999999999995,180.0,1939.9999999999998,new_contract
P50,2024-12-31,MO2502-P-5300,buy,2,44.2,46.410000000000004,36.0,442.00000000000006,target_increase
P50,2025-01-06,MO2502-P-5300,sell,12,133.4,126.73,216.0,8004.000000000001,contract_switch
P50,2025-01-06,MO2502-P-5200,buy,8,103.2,108.36,144.0,4128.0,new_contract
P50,2025-01-07,MO2502-P-5200,sell,8,70.6,67.07,144.0,2824.0,contract_switch
P50,2025-01-07,MO2502-P-5000,buy,10,36.2,38.010000000000005,180.0,1810.0000000000002,new_contract
P50,2025-01-13,MO2502-P-5000,buy,1,52.8,55.44,18.0,264.0,target_increase
P50,2025-01-14,MO2502-P-5000,sell,11,23.8,22.61,198.0,1309.0000000000002,contract_switch
